Loading Map Settings: 
Skipped : osu file format v14
Skipped : 0,0,"bg.png",0,0
Setting Beatmap Settings...
Complete!
Loading Timing Points: Complete!
Loading Hit Objects: Complete!
COL	|	OFFSET	|	VARIANCE
0	|	267257	|	237	
0	|	267494	|	158	
0	|	267652	|	237	
0	|	267889	|	157	
0	|	268046	|	553	
0	|	268599	|	158	
0	|	268757	|	316	
0	|	269073	|	197	
0	|	269270	|	119	
0	|	269389	|	157	
0	|	269546	|	158	
0	|	269704	|	316	
0	|	270020	|	237	
0	|	270257	|	158	
0	|	270415	|	434	
0	|	270849	|	79	
0	|	270928	|	197	
0	|	271125	|	198	
0	|	271323	|	197	
0	|	271520	|	237	
0	|	271757	|	237	
0	|	271994	|	552	
0	|	272546	|	158	
0	|	272704	|	316	
0	|	273020	|	158	
0	|	273178	|	316	
0	|	273494	|	158	
0	|	273652	|	158	
0	|	273810	|	158	
0	|	273968	|	236	
0	|	274204	|	158	
0	|	274362	|	474	
0	|	274836	|	237	
0	|	275073	|	177	
0	|	275250	|	178	
0	|	275428	|	118	
0	|	275546	|	79	
0	|	275625	|	158	
0	|	275783	|	237	
0	|	276020	|	316	
0	|	276336	|	316	
0	|	276652	|	197	
0	|	276849	|	119	
0	|	276968	|	118	
0	|	277086	|	158	
0	|	277244	|	237	
0	|	277481	|	79	
0	|	277560	|	197	
0	|	277757	|	316	
0	|	278073	|	79	
0	|	278152	|	552	
0	|	278704	|	79	
0	|	278783	|	158	
0	|	278941	|	132	
0	|	279073	|	105	
0	|	279178	|	158	
0	|	279336	|	158	
0	|	279494	|	158	
0	|	279652	|	158	
0	|	279810	|	79	
0	|	279889	|	236	
0	|	280125	|	198	
0	|	280323	|	171	
0	|	280494	|	105	
0	|	280599	|	158	
0	|	280757	|	316	
0	|	281073	|	158	
0	|	281231	|	158	
0	|	281389	|	157	
0	|	281546	|	158	
0	|	281704	|	158	
0	|	281862	|	158	
0	|	282020	|	158	
0	|	282178	|	158	
0	|	282336	|	158	
0	|	282494	|	237	
0	|	282731	|	158	
0	|	282889	|	157	
0	|	283046	|	158	
0	|	283204	|	237	
0	|	283441	|	79	
0	|	283520	|	237	
0	|	283757	|	79	
0	|	283836	|	118	
0	|	283954	|	198	
0	|	284152	|	237	
0	|	284389	|	157	
0	|	284546	|	316	
0	|	284862	|	316	
0	|	285178	|	316	
0	|	285494	|	158	
0	|	285652	|	237	
0	|	285889	|	79	
0	|	285968	|	184	
0	|	286152	|	289	
0	|	286441	|	237	
0	|	286678	|	237	
0	|	286915	|	316	
0	|	287231	|	158	
0	|	287389	|	315	
0	|	287704	|	
1	|	13362	|	316	
1	|	13678	|	158	
1	|	13836	|	316	
1	|	14152	|	158	
1	|	14310	|	158	
1	|	14468	|	157	
1	|	14625	|	158	
1	|	14783	|	277	
1	|	15060	|	197	
1	|	15257	|	158	
1	|	15415	|	276	
1	|	15691	|	198	
1	|	15889	|	315	
1	|	16204	|	158	
1	|	16362	|	316	
1	|	16678	|	316	
1	|	16994	|	316	
1	|	17310	|	197	
1	|	17507	|	197	
1	|	17704	|	237	
1	|	17941	|	237	
1	|	18178	|	237	
1	|	18415	|	474	
1	|	18889	|	315	
1	|	19204	|	158	
1	|	19362	|	237	
1	|	19599	|	197	
1	|	19796	|	316	
1	|	20112	|	198	
1	|	20310	|	315	
1	|	20625	|	237	
1	|	20862	|	474	
1	|	21336	|	237	
1	|	21573	|	158	
1	|	21731	|	315	
1	|	22046	|	237	
1	|	22283	|	237	
1	|	22520	|	237	
1	|	22757	|	158	
1	|	22915	|	316	
1	|	23231	|	237	
1	|	23468	|	473	
1	|	23941	|	158	
1	|	24099	|	355	
1	|	24454	|	316	
1	|	24770	|	276	
1	|	25046	|	158	
1	|	25204	|	316	
1	|	25520	|	276	
1	|	25796	|	198	
1	|	25994	|	316	
1	|	26310	|	236	
1	|	26546	|	237	
1	|	26783	|	158	
1	|	26941	|	395	
1	|	27336	|	158	
1	|	27494	|	237	
1	|	27731	|	394	
1	|	28125	|	158	
1	|	28283	|	158	
1	|	28441	|	158	
1	|	28599	|	158	
1	|	28757	|	237	
1	|	28994	|	237	
1	|	29231	|	237	
1	|	29468	|	315	
1	|	29783	|	158	
1	|	29941	|	158	
1	|	30099	|	158	
1	|	30257	|	158	
1	|	30415	|	237	
1	|	30652	|	237	
1	|	30889	|	157	
1	|	31046	|	237	
1	|	31283	|	158	
1	|	31441	|	237	
1	|	31678	|	474	
1	|	32152	|	237	
1	|	32389	|	79	
1	|	32468	|	394	
1	|	32862	|	237	
1	|	33099	|	158	
1	|	33257	|	237	
1	|	33494	|	395	
1	|	33889	|	315	
1	|	34204	|	316	
1	|	34520	|	237	
1	|	34757	|	158	
1	|	34915	|	79	
1	|	34994	|	395	
1	|	35389	|	236	
1	|	35625	|	316	
1	|	35941	|	474	
1	|	36415	|	237	
1	|	36652	|	316	
1	|	36968	|	157	
1	|	37125	|	79	
1	|	37204	|	237	
1	|	37441	|	158	
1	|	37599	|	316	
1	|	37915	|	474	
1	|	38389	|	79	
1	|	38468	|	394	
1	|	38862	|	395	
1	|	39257	|	237	
1	|	39494	|	316	
1	|	39810	|	315	
1	|	40125	|	316	
1	|	40441	|	316	
1	|	40757	|	316	
1	|	41073	|	158	
1	|	41231	|	237	
1	|	41468	|	197	
1	|	41665	|	118	
1	|	41783	|	158	
1	|	41941	|	316	
1	|	42257	|	158	
1	|	42415	|	237	
1	|	42652	|	237	
1	|	42889	|	157	
1	|	43046	|	237	
1	|	43283	|	237	
1	|	43520	|	158	
1	|	43678	|	158	
1	|	43836	|	158	
1	|	43994	|	237	
1	|	44231	|	237	
1	|	44468	|	157	
1	|	44625	|	237	
1	|	44862	|	237	
1	|	45099	|	158	
1	|	45257	|	197	
1	|	45454	|	277	
1	|	45731	|	158	
1	|	45889	|	236	
1	|	46125	|	237	
1	|	46362	|	158	
1	|	46520	|	237	
1	|	46757	|	237	
1	|	46994	|	158	
1	|	47152	|	237	
1	|	47389	|	236	
1	|	47625	|	158	
1	|	47783	|	198	
1	|	47981	|	276	
1	|	48257	|	158	
1	|	48415	|	197	
1	|	48612	|	158	
1	|	48770	|	119	
1	|	48889	|	315	
1	|	49204	|	119	
1	|	49323	|	276	
1	|	49599	|	158	
1	|	49757	|	158	
1	|	49915	|	197	
1	|	50112	|	277	
1	|	50389	|	79	
1	|	50468	|	184	
1	|	50652	|	210	
1	|	50862	|	474	
1	|	51336	|	237	
1	|	51573	|	158	
1	|	51731	|	158	
1	|	51889	|	236	
1	|	52125	|	237	
1	|	52362	|	158	
1	|	52520	|	158	
1	|	52678	|	158	
1	|	52836	|	158	
1	|	52994	|	158	
1	|	53152	|	158	
1	|	53310	|	158	
1	|	53468	|	157	
1	|	53625	|	158	
1	|	53783	|	237	
1	|	54020	|	79	
1	|	54099	|	158	
1	|	54257	|	237	
1	|	54494	|	197	
1	|	54691	|	355	
1	|	55046	|	158	
1	|	55204	|	158	
1	|	55362	|	237	
1	|	55599	|	158	
1	|	55757	|	316	
1	|	56073	|	158	
1	|	56231	|	210	
1	|	56441	|	105	
1	|	56546	|	316	
1	|	56862	|	106	
1	|	56968	|	157	
1	|	57125	|	158	
1	|	57283	|	211	
1	|	57494	|	158	
1	|	57652	|	158	
1	|	57810	|	158	
1	|	57968	|	105	
1	|	58073	|	158	
1	|	58231	|	158	
1	|	58389	|	131	
1	|	58520	|	158	
1	|	58678	|	158	
1	|	58836	|	237	
1	|	59073	|	316	
1	|	59389	|	79	
1	|	59468	|	315	
1	|	59783	|	158	
1	|	59941	|	158	
1	|	60099	|	158	
1	|	60257	|	158	
1	|	60415	|	237	
1	|	60652	|	158	
1	|	60810	|	158	
1	|	60968	|	157	
1	|	61125	|	158	
1	|	61283	|	158	
1	|	61441	|	158	
1	|	61599	|	237	
1	|	61836	|	184	
1	|	62020	|	237	
1	|	62257	|	316	
1	|	62573	|	131	
1	|	62704	|	237	
1	|	62941	|	184	
1	|	63125	|	290	
1	|	63415	|	158	
1	|	63573	|	177	
1	|	63750	|	165	
1	|	63915	|	131	
1	|	64046	|	395	
1	|	64441	|	79	
1	|	64520	|	237	
1	|	64757	|	316	
1	|	65073	|	79	
1	|	65152	|	237	
1	|	65389	|	157	
1	|	65546	|	158	
1	|	65704	|	158	
1	|	65862	|	158	
1	|	66020	|	158	
1	|	66178	|	105	
1	|	66283	|	211	
1	|	66494	|	158	
1	|	66652	|	316	
1	|	66968	|	236	
1	|	67204	|	158	
1	|	67362	|	290	
1	|	67652	|	289	
1	|	67941	|	184	
1	|	68125	|	106	
1	|	68231	|	315	
1	|	68546	|	237	
1	|	68783	|	500	
1	|	69283	|	132	
1	|	69415	|	158	
1	|	69573	|	158	
1	|	69731	|	237	
1	|	69968	|	236	
1	|	70204	|	237	
1	|	70441	|	237	
1	|	70678	|	158	
1	|	70836	|	158	
1	|	70994	|	237	
1	|	71231	|	158	
1	|	71389	|	157	
1	|	71546	|	158	
1	|	71704	|	316	
1	|	72020	|	79	
1	|	72099	|	237	
1	|	72336	|	158	
1	|	72494	|	158	
1	|	72652	|	342	
1	|	72994	|	131	
1	|	73125	|	185	
1	|	73310	|	131	
1	|	73441	|	237	
1	|	73678	|	158	
1	|	73836	|	132	
1	|	73968	|	263	
1	|	74231	|	158	
1	|	74389	|	157	
1	|	74546	|	79	
1	|	74625	|	290	
1	|	74915	|	263	
1	|	75178	|	158	
1	|	75336	|	237	
1	|	75573	|	237	
1	|	75810	|	105	
1	|	75915	|	368	
1	|	76283	|	342	
1	|	76625	|	132	
1	|	76757	|	99	
1	|	76856	|	177	
1	|	77033	|	119	
1	|	77152	|	237	
1	|	77389	|	79	
1	|	77468	|	236	
1	|	77704	|	158	
1	|	77862	|	316	
1	|	78178	|	316	
1	|	78494	|	79	
1	|	78573	|	237	
1	|	78810	|	158	
1	|	78968	|	78	
1	|	79046	|	237	
1	|	79283	|	158	
1	|	79441	|	198	
1	|	79639	|	157	
1	|	79796	|	119	
1	|	79915	|	197	
1	|	80112	|	138	
1	|	80250	|	191	
1	|	80441	|	145	
1	|	80586	|	138	
1	|	80724	|	191	
1	|	80915	|	158	
1	|	81073	|	131	
1	|	81204	|	237	
1	|	81441	|	211	
1	|	81652	|	158	
1	|	81810	|	158	
1	|	81968	|	236	
1	|	82204	|	237	
1	|	82441	|	158	
1	|	82599	|	237	
1	|	82836	|	132	
1	|	82968	|	144	
1	|	83112	|	119	
1	|	83231	|	158	
1	|	83389	|	157	
1	|	83546	|	237	
1	|	83783	|	237	
1	|	84020	|	198	
1	|	84218	|	197	
1	|	84415	|	237	
1	|	84652	|	79	
1	|	84731	|	289	
1	|	85020	|	105	
1	|	85125	|	158	
1	|	85283	|	237	
1	|	85520	|	395	
1	|	85915	|	210	
1	|	86125	|	158	
1	|	86283	|	579	
1	|	86862	|	79	
1	|	86941	|	158	
1	|	87099	|	158	
1	|	87257	|	158	
1	|	87415	|	118	
1	|	87533	|	158	
1	|	87691	|	434	
1	|	88125	|	79	
1	|	88204	|	316	
1	|	88520	|	237	
1	|	88757	|	316	
1	|	89073	|	237	
1	|	89310	|	158	
1	|	89468	|	473	
1	|	89941	|	158	
1	|	90099	|	316	
1	|	90415	|	158	
1	|	90573	|	105	
1	|	90678	|	158	
1	|	90836	|	158	
1	|	90994	|	158	
1	|	91152	|	309	
1	|	91461	|	178	
1	|	91639	|	157	
1	|	91796	|	79	
1	|	91875	|	198	
1	|	92073	|	158	
1	|	92231	|	158	
1	|	92389	|	79	
1	|	92468	|	236	
1	|	92704	|	158	
1	|	92862	|	158	
1	|	93020	|	79	
1	|	93099	|	237	
1	|	93336	|	158	
1	|	93494	|	158	
1	|	93652	|	79	
1	|	93731	|	237	
1	|	93968	|	157	
1	|	94125	|	158	
1	|	94283	|	237	
1	|	94520	|	237	
1	|	94757	|	158	
1	|	94915	|	79	
1	|	94994	|	158	
1	|	95152	|	237	
1	|	95389	|	157	
1	|	95546	|	79	
1	|	95625	|	158	
1	|	95783	|	237	
1	|	96020	|	158	
1	|	96178	|	79	
1	|	96257	|	158	
1	|	96415	|	237	
1	|	96652	|	158	
1	|	96810	|	79	
1	|	96889	|	236	
1	|	97125	|	158	
1	|	97283	|	158	
1	|	97441	|	79	
1	|	97520	|	237	
1	|	97757	|	158	
1	|	97915	|	158	
1	|	98073	|	79	
1	|	98152	|	237	
1	|	98389	|	157	
1	|	98546	|	158	
1	|	98704	|	79	
1	|	98783	|	237	
1	|	99020	|	158	
1	|	99178	|	158	
1	|	99336	|	79	
1	|	99415	|	158	
1	|	99573	|	237	
1	|	99810	|	158	
1	|	99968	|	78	
1	|	100046	|	158	
1	|	100204	|	237	
1	|	100441	|	158	
1	|	100599	|	79	
1	|	100678	|	158	
1	|	100836	|	237	
1	|	101073	|	158	
1	|	101231	|	79	
1	|	101310	|	158	
1	|	101468	|	157	
1	|	101625	|	158	
1	|	101783	|	79	
1	|	101862	|	158	
1	|	102020	|	158	
1	|	102178	|	237	
1	|	102415	|	237	
1	|	102652	|	237	
1	|	102889	|	236	
1	|	103125	|	316	
1	|	103441	|	237	
1	|	103678	|	158	
1	|	103836	|	237	
1	|	104073	|	237	
1	|	104310	|	118	
1	|	104428	|	79	
1	|	104507	|	197	
1	|	104704	|	237	
1	|	104941	|	158	
1	|	105099	|	237	
1	|	105336	|	237	
1	|	105573	|	158	
1	|	105731	|	237	
1	|	105968	|	236	
1	|	106204	|	158	
1	|	106362	|	237	
1	|	106599	|	395	
1	|	106994	|	237	
1	|	107231	|	263	
1	|	107494	|	105	
1	|	107599	|	316	
1	|	107915	|	105	
1	|	108020	|	316	
1	|	108336	|	79	
1	|	108415	|	237	
1	|	108652	|	316	
1	|	108968	|	78	
1	|	109046	|	237	
1	|	109283	|	316	
1	|	109599	|	79	
1	|	109678	|	237	
1	|	109915	|	237	
1	|	110152	|	237	
1	|	110389	|	157	
1	|	110546	|	316	
1	|	110862	|	474	
1	|	111336	|	237	
1	|	111573	|	158	
1	|	111731	|	158	
1	|	111889	|	79	
1	|	111968	|	78	
1	|	112046	|	237	
1	|	112283	|	158	
1	|	112441	|	237	
1	|	112678	|	158	
1	|	112836	|	184	
1	|	113020	|	105	
1	|	113125	|	343	
1	|	113468	|	118	
1	|	113586	|	197	
1	|	113783	|	356	
1	|	114139	|	79	
1	|	114218	|	276	
1	|	114494	|	99	
1	|	114593	|	111	
1	|	114704	|	211	
1	|	114915	|	250	
1	|	115165	|	145	
1	|	115310	|	184	
1	|	115494	|	131	
1	|	115625	|	290	
1	|	115915	|	158	
1	|	116073	|	158	
1	|	116231	|	158	
1	|	116389	|	157	
1	|	116546	|	79	
1	|	116625	|	395	
1	|	117020	|	158	
1	|	117178	|	158	
1	|	117336	|	158	
1	|	117494	|	158	
1	|	117652	|	237	
1	|	117889	|	105	
1	|	117994	|	131	
1	|	118125	|	395	
1	|	118520	|	158	
1	|	118678	|	158	
1	|	118836	|	263	
1	|	119099	|	158	
1	|	119257	|	132	
1	|	119389	|	315	
1	|	119704	|	158	
1	|	119862	|	158	
1	|	120020	|	184	
1	|	120204	|	211	
1	|	120415	|	158	
1	|	120573	|	184	
1	|	120757	|	263	
1	|	121020	|	132	
1	|	121152	|	210	
1	|	121362	|	106	
1	|	121468	|	131	
1	|	121599	|	211	
1	|	121810	|	184	
1	|	121994	|	158	
1	|	122152	|	79	
1	|	122231	|	197	
1	|	122428	|	158	
1	|	122586	|	118	
1	|	122704	|	158	
1	|	122862	|	158	
1	|	123020	|	198	
1	|	123218	|	157	
1	|	123375	|	119	
1	|	123494	|	158	
1	|	123652	|	158	
1	|	123810	|	197	
1	|	124007	|	158	
1	|	124165	|	118	
1	|	124283	|	158	
1	|	124441	|	198	
1	|	124639	|	157	
1	|	124796	|	119	
1	|	124915	|	197	
1	|	125112	|	119	
1	|	125231	|	197	
1	|	125428	|	118	
1	|	125546	|	119	
1	|	125665	|	158	
1	|	125823	|	118	
1	|	125941	|	158	
1	|	126099	|	119	
1	|	126218	|	157	
1	|	126375	|	119	
1	|	126494	|	197	
1	|	126691	|	119	
1	|	126810	|	118	
1	|	126928	|	158	
1	|	127086	|	158	
1	|	127244	|	92	
1	|	127336	|	184	
1	|	127520	|	158	
1	|	127678	|	132	
1	|	127810	|	315	
1	|	128125	|	264	
1	|	128389	|	157	
1	|	128546	|	158	
1	|	128704	|	158	
1	|	128862	|	158	
1	|	129020	|	158	
1	|	129178	|	316	
1	|	129494	|	316	
1	|	129810	|	118	
1	|	129928	|	118	
1	|	130046	|	237	
1	|	130283	|	119	
1	|	130402	|	118	
1	|	130520	|	237	
1	|	130757	|	118	
1	|	130875	|	119	
1	|	130994	|	447	
1	|	131441	|	263	
1	|	131704	|	79	
1	|	131783	|	79	
1	|	131862	|	474	
1	|	132336	|	395	
1	|	132731	|	237	
1	|	132968	|	236	
1	|	133204	|	316	
1	|	133520	|	158	
1	|	133678	|	99	
1	|	133777	|	138	
1	|	133915	|	210	
1	|	134125	|	211	
1	|	134336	|	105	
1	|	134441	|	184	
1	|	134625	|	264	
1	|	134889	|	157	
1	|	135046	|	158	
1	|	135204	|	132	
1	|	135336	|	316	
1	|	135652	|	237	
1	|	135889	|	157	
1	|	136046	|	237	
1	|	136283	|	79	
1	|	136362	|	158	
1	|	136520	|	158	
1	|	136678	|	132	
1	|	136810	|	158	
1	|	136968	|	157	
1	|	137125	|	158	
1	|	137283	|	158	
1	|	137441	|	145	
1	|	137586	|	158	
1	|	137744	|	145	
1	|	137889	|	131	
1	|	138020	|	158	
1	|	138178	|	211	
1	|	138389	|	144	
1	|	138533	|	119	
1	|	138652	|	158	
1	|	138810	|	158	
1	|	138968	|	157	
1	|	139125	|	237	
1	|	139362	|	119	
1	|	139481	|	118	
1	|	139599	|	211	
1	|	139810	|	105	
1	|	139915	|	158	
1	|	140073	|	158	
1	|	140231	|	315	
1	|	140546	|	158	
1	|	140704	|	316	
1	|	141020	|	316	
1	|	141336	|	158	
1	|	141494	|	237	
1	|	141731	|	79	
1	|	141810	|	158	
1	|	141968	|	157	
1	|	142125	|	158	
1	|	142283	|	263	
1	|	142546	|	132	
1	|	142678	|	237	
1	|	142915	|	237	
1	|	143152	|	237	
1	|	143389	|	79	
1	|	143468	|	276	
1	|	143744	|	158	
1	|	143902	|	118	
1	|	144020	|	158	
1	|	144178	|	178	
1	|	144356	|	164	
1	|	144520	|	132	
1	|	144652	|	316	
1	|	144968	|	157	
1	|	145125	|	185	
1	|	145310	|	131	
1	|	145441	|	316	
1	|	145757	|	158	
1	|	145915	|	197	
1	|	146112	|	198	
1	|	146310	|	236	
1	|	146546	|	79	
1	|	146625	|	237	
1	|	146862	|	158	
1	|	147020	|	79	
1	|	147099	|	237	
1	|	147336	|	158	
1	|	147494	|	158	
1	|	147652	|	118	
1	|	147770	|	119	
1	|	147889	|	236	
1	|	148125	|	79	
1	|	148204	|	395	
1	|	148599	|	158	
1	|	148757	|	79	
1	|	148836	|	237	
1	|	149073	|	158	
1	|	149231	|	158	
1	|	149389	|	105	
1	|	149494	|	131	
1	|	149625	|	237	
1	|	149862	|	158	
1	|	150020	|	79	
1	|	150099	|	158	
1	|	150257	|	237	
1	|	150494	|	210	
1	|	150704	|	211	
1	|	150915	|	158	
1	|	151073	|	158	
1	|	151231	|	368	
1	|	151599	|	316	
1	|	151915	|	316	
1	|	152231	|	315	
1	|	152546	|	211	
1	|	152757	|	184	
1	|	152941	|	237	
1	|	153178	|	158	
1	|	153336	|	158	
1	|	153494	|	158	
1	|	153652	|	79	
1	|	153731	|	158	
1	|	153889	|	236	
1	|	154125	|	158	
1	|	154283	|	158	
1	|	154441	|	158	
1	|	154599	|	158	
1	|	154757	|	158	
1	|	154915	|	158	
1	|	155073	|	118	
1	|	155191	|	158	
1	|	155349	|	197	
1	|	155546	|	369	
1	|	155915	|	105	
1	|	156020	|	316	
1	|	156336	|	158	
1	|	156494	|	79	
1	|	156573	|	237	
1	|	156810	|	197	
1	|	157007	|	118	
1	|	157125	|	343	
1	|	157468	|	131	
1	|	157599	|	316	
1	|	157915	|	158	
1	|	158073	|	276	
1	|	158349	|	197	
1	|	158546	|	79	
1	|	158625	|	198	
1	|	158823	|	145	
1	|	158968	|	210	
1	|	159178	|	158	
1	|	159336	|	237	
1	|	159573	|	158	
1	|	159731	|	447	
1	|	160178	|	263	
1	|	160441	|	263	
1	|	160704	|	211	
1	|	160915	|	237	
1	|	161152	|	158	
1	|	161310	|	158	
1	|	161468	|	236	
1	|	161704	|	158	
1	|	161862	|	158	
1	|	162020	|	316	
1	|	162336	|	237	
1	|	162573	|	158	
1	|	162731	|	158	
1	|	162889	|	131	
1	|	163020	|	211	
1	|	163231	|	210	
1	|	163441	|	211	
1	|	163652	|	210	
1	|	163862	|	290	
1	|	164152	|	394	
1	|	164546	|	119	
1	|	164665	|	158	
1	|	164823	|	197	
1	|	165020	|	211	
1	|	165231	|	210	
1	|	165441	|	158	
1	|	165599	|	408	
1	|	166007	|	118	
1	|	166125	|	316	
1	|	166441	|	158	
1	|	166599	|	158	
1	|	166757	|	237	
1	|	166994	|	131	
1	|	167125	|	185	
1	|	167310	|	197	
1	|	167507	|	158	
1	|	167665	|	197	
1	|	167862	|	342	
1	|	168204	|	132	
1	|	168336	|	132	
1	|	168468	|	342	
1	|	168810	|	158	
1	|	168968	|	210	
1	|	169178	|	263	
1	|	169441	|	237	
1	|	169678	|	158	
1	|	169836	|	316	
1	|	170152	|	237	
1	|	170389	|	263	
1	|	170652	|	131	
1	|	170783	|	158	
1	|	170941	|	158	
1	|	171099	|	158	
1	|	171257	|	434	
1	|	171691	|	158	
1	|	171849	|	276	
1	|	172125	|	158	
1	|	172283	|	158	
1	|	172441	|	158	
1	|	172599	|	263	
1	|	172862	|	158	
1	|	173020	|	211	
1	|	173231	|	158	
1	|	173389	|	315	
1	|	173704	|	237	
1	|	173941	|	198	
1	|	174139	|	197	
1	|	174336	|	237	
1	|	174573	|	237	
1	|	174810	|	236	
1	|	175046	|	474	
1	|	175520	|	316	
1	|	175836	|	158	
1	|	175994	|	237	
1	|	176231	|	197	
1	|	176428	|	316	
1	|	176744	|	197	
1	|	176941	|	316	
1	|	177257	|	237	
1	|	177494	|	513	
1	|	178007	|	276	
1	|	178283	|	198	
1	|	178481	|	434	
1	|	178915	|	355	
1	|	179270	|	415	
1	|	179685	|	296	
1	|	179981	|	552	
1	|	180533	|	
1	|	181895	|	
1	|	192336	|	105	
1	|	192441	|	105	
1	|	192546	|	316	
1	|	192862	|	211	
1	|	193073	|	210	
1	|	193283	|	211	
1	|	193494	|	210	
1	|	193704	|	211	
1	|	193915	|	105	
1	|	194020	|	237	
1	|	194257	|	184	
1	|	194441	|	132	
1	|	194573	|	184	
1	|	194757	|	132	
1	|	194889	|	289	
1	|	195178	|	105	
1	|	195283	|	237	
1	|	195520	|	184	
1	|	195704	|	106	
1	|	195810	|	315	
1	|	196125	|	316	
1	|	196441	|	105	
1	|	196546	|	264	
1	|	196810	|	105	
1	|	196915	|	158	
1	|	197073	|	316	
1	|	197389	|	105	
1	|	197494	|	210	
1	|	197704	|	211	
1	|	197915	|	184	
1	|	198099	|	197	
1	|	198296	|	158	
1	|	198454	|	303	
1	|	198757	|	211	
1	|	198968	|	105	
1	|	199073	|	210	
1	|	199283	|	211	
1	|	199494	|	184	
1	|	199678	|	158	
1	|	199836	|	105	
1	|	199941	|	132	
1	|	200073	|	263	
1	|	200336	|	210	
1	|	200546	|	211	
1	|	200757	|	105	
1	|	200862	|	211	
1	|	201073	|	210	
1	|	201283	|	132	
1	|	201415	|	184	
1	|	201599	|	105	
1	|	201704	|	421	
1	|	202125	|	106	
1	|	202231	|	105	
1	|	202336	|	210	
1	|	202546	|	106	
1	|	202652	|	210	
1	|	202862	|	106	
1	|	202968	|	131	
1	|	203099	|	184	
1	|	203283	|	106	
1	|	203389	|	315	
1	|	203704	|	132	
1	|	203836	|	184	
1	|	204020	|	105	
1	|	204125	|	106	
1	|	204231	|	315	
1	|	204546	|	316	
1	|	204862	|	106	
1	|	204968	|	210	
1	|	205178	|	211	
1	|	205389	|	105	
1	|	205494	|	316	
1	|	205810	|	315	
1	|	206125	|	316	
1	|	206441	|	105	
1	|	206546	|	316	
1	|	206862	|	211	
1	|	207073	|	131	
1	|	207204	|	185	
1	|	207389	|	105	
1	|	207494	|	316	
1	|	207810	|	105	
1	|	207915	|	421	
1	|	208336	|	316	
1	|	208652	|	316	
1	|	208968	|	105	
1	|	209073	|	316	
1	|	209389	|	210	
1	|	209599	|	105	
1	|	209704	|	211	
1	|	209915	|	105	
1	|	210020	|	316	
1	|	210336	|	105	
1	|	210441	|	421	
1	|	210862	|	211	
1	|	211073	|	210	
1	|	211283	|	211	
1	|	211494	|	105	
1	|	211599	|	105	
1	|	211704	|	211	
1	|	211915	|	105	
1	|	212020	|	211	
1	|	212231	|	105	
1	|	212336	|	105	
1	|	212441	|	421	
1	|	212862	|	211	
1	|	213073	|	105	
1	|	213178	|	105	
1	|	213283	|	211	
1	|	213494	|	105	
1	|	213599	|	421	
1	|	214020	|	105	
1	|	214125	|	106	
1	|	214231	|	315	
1	|	214546	|	106	
1	|	214652	|	210	
1	|	214862	|	106	
1	|	214968	|	105	
1	|	215073	|	526	
1	|	215599	|	105	
1	|	215704	|	211	
1	|	215915	|	210	
1	|	216125	|	106	
1	|	216231	|	105	
1	|	216336	|	210	
1	|	216546	|	106	
1	|	216652	|	210	
1	|	216862	|	106	
1	|	216968	|	105	
1	|	217073	|	210	
1	|	217283	|	316	
1	|	217599	|	105	
1	|	217704	|	106	
1	|	217810	|	105	
1	|	217915	|	210	
1	|	218125	|	106	
1	|	218231	|	210	
1	|	218441	|	211	
1	|	218652	|	105	
1	|	218757	|	105	
1	|	218862	|	211	
1	|	219073	|	105	
1	|	219178	|	211	
1	|	219389	|	105	
1	|	219494	|	105	
1	|	219599	|	211	
1	|	219810	|	105	
1	|	219915	|	316	
1	|	220231	|	105	
1	|	220336	|	105	
1	|	220441	|	105	
1	|	220546	|	316	
1	|	220862	|	211	
1	|	221073	|	105	
1	|	221178	|	421	
1	|	221599	|	105	
1	|	221704	|	106	
1	|	221810	|	315	
1	|	222125	|	158	
1	|	222283	|	263	
1	|	222546	|	106	
1	|	222652	|	210	
1	|	222862	|	106	
1	|	222968	|	210	
1	|	223178	|	105	
1	|	223283	|	106	
1	|	223389	|	210	
1	|	223599	|	105	
1	|	223704	|	448	
1	|	224152	|	105	
1	|	224257	|	105	
1	|	224362	|	290	
1	|	224652	|	105	
1	|	224757	|	211	
1	|	224968	|	131	
1	|	225099	|	105	
1	|	225204	|	527	
1	|	225731	|	105	
1	|	225836	|	184	
1	|	226020	|	211	
1	|	226231	|	131	
1	|	226362	|	106	
1	|	226468	|	184	
1	|	226652	|	105	
1	|	226757	|	237	
1	|	226994	|	105	
1	|	227099	|	105	
1	|	227204	|	185	
1	|	227389	|	315	
1	|	227704	|	106	
1	|	227810	|	131	
1	|	227941	|	105	
1	|	228046	|	185	
1	|	228231	|	105	
1	|	228336	|	210	
1	|	228546	|	211	
1	|	228757	|	132	
1	|	228889	|	105	
1	|	228994	|	184	
1	|	229178	|	105	
1	|	229283	|	211	
1	|	229494	|	105	
1	|	229599	|	132	
1	|	229731	|	210	
1	|	229941	|	105	
1	|	230046	|	290	
1	|	230336	|	105	
1	|	230441	|	105	
1	|	230546	|	106	
1	|	230652	|	316	
1	|	230968	|	210	
1	|	231178	|	132	
1	|	231310	|	421	
1	|	231731	|	105	
1	|	231836	|	105	
1	|	231941	|	211	
1	|	232152	|	105	
1	|	232257	|	184	
1	|	232441	|	211	
1	|	232652	|	105	
1	|	232757	|	105	
1	|	232862	|	106	
1	|	232968	|	105	
1	|	233073	|	210	
1	|	233283	|	106	
