Offset,K1,K2,K3,K4,K5,K6,K7
505834,1,0,0,0,0,0,0
505899,0,0,0,0,0,0,0
505982,0,0,1,0,0,0,0
506048,0,0,0,0,0,0,0
506116,0,0,0,1,0,0,0
506179,0,0,0,0,0,0,0
506269,0,0,0,0,1,0,0
506328,0,0,0,0,0,0,0
506428,0,0,0,0,0,1,0
506485,0,0,0,0,0,0,0
506570,0,0,0,1,0,0,0
506636,0,0,0,0,0,0,0
506711,0,0,1,0,0,0,0
506769,0,0,0,0,0,0,0
506870,0,1,0,0,0,0,0
506923,0,0,0,0,0,0,0
507023,1,0,0,0,0,0,0
507076,0,0,0,0,0,0,0
507172,0,1,0,0,0,0,0
507224,0,0,0,0,0,0,0
507326,0,0,1,0,0,0,0
507376,0,0,0,0,0,0,0
507461,0,0,0,0,1,0,0
507517,0,0,0,0,0,0,0
507608,0,0,0,1,0,0,0
507615,0,0,0,1,0,0,1
507668,0,0,0,1,0,0,0
507682,0,0,0,0,0,0,0
507769,0,0,0,0,0,1,0
507832,0,0,0,0,0,0,0
507916,0,0,0,0,1,0,0
507990,0,0,0,0,0,0,0
508070,0,0,1,0,0,0,0
508132,0,0,0,0,0,0,0
508222,1,0,0,0,0,0,0
508280,0,0,0,0,0,0,0
508375,0,1,0,0,0,0,0
508425,0,0,0,0,0,0,0
508524,0,0,1,0,0,0,0
508591,0,0,0,0,0,0,0
508662,0,0,0,1,0,0,0
508734,0,0,0,0,0,0,0
508826,0,1,0,0,0,0,0
508829,0,1,0,0,0,1,0
508878,0,1,0,0,0,0,0
508884,0,0,0,0,0,0,0
508976,0,0,0,0,1,0,0
509044,0,0,0,0,0,0,0
509118,0,0,1,0,0,0,0
509179,0,0,0,0,0,0,0
509202,0,0,0,0,0,1,0
509269,0,0,0,1,0,1,0
509271,0,0,0,1,0,0,0
509276,0,1,0,1,0,0,0
509336,0,0,0,1,0,0,0
509358,0,0,0,0,1,0,0
509431,0,0,0,0,1,0,1
509433,0,0,1,0,1,1,1
509436,1,0,1,0,1,1,1
509453,1,0,1,0,0,1,1
509489,1,0,0,0,0,1,1
509495,0,0,0,0,0,1,1
509505,0,0,0,0,0,0,1
509515,0,0,0,0,0,0,0
509583,0,1,0,0,0,0,0
509646,0,0,0,0,0,0,0
509724,0,0,0,1,0,0,0
509788,0,0,0,0,0,0,0
509875,0,0,0,0,1,0,0
509942,0,0,0,0,0,0,0
510023,0,0,1,0,0,0,1
510089,0,0,1,0,0,0,0
510094,0,0,0,0,0,0,0
510172,0,0,0,0,0,1,0
510232,0,0,0,0,0,0,0
510323,0,0,0,1,0,0,0
510384,0,0,0,0,0,0,0
510479,0,0,1,0,0,0,0
510543,0,0,0,0,0,0,0
510634,1,0,0,0,0,0,0
510700,0,0,0,0,0,0,0
510782,0,1,0,0,0,0,0
510844,0,0,0,0,0,0,0
510924,0,0,0,1,0,0,0
510989,0,0,0,0,0,0,0
511086,0,0,0,0,0,1,0
511134,0,0,0,0,0,0,0
511229,0,0,0,0,0,0,1
511294,0,0,0,0,0,0,0
511383,0,0,0,0,0,1,0
511445,0,0,0,0,0,0,0
511543,0,0,1,0,0,0,0
511601,0,0,0,0,0,0,0
511693,0,1,0,0,0,0,0
511751,0,0,0,0,0,0,0
511822,0,0,0,0,1,0,0
511839,1,0,0,0,1,0,0
511860,1,0,0,0,1,0,1
511886,1,0,0,0,0,0,1
511906,0,0,0,0,0,0,1
511929,0,0,0,0,0,0,0
511992,0,1,0,0,0,0,0
512056,0,0,0,0,0,0,0
512136,0,0,0,1,0,0,0
512202,0,0,0,0,0,0,0
512280,0,0,0,0,0,1,0
512338,0,0,0,0,0,0,0
512430,0,0,0,0,1,0,0
512432,0,0,0,0,1,0,1
512487,0,0,0,0,1,0,0
512495,0,0,0,0,0,0,0
512584,0,0,0,0,0,1,0
512642,0,0,0,0,0,0,0
512728,0,0,0,1,0,0,0
512801,0,0,0,0,0,0,0
512872,0,0,1,0,0,0,0
512933,0,0,0,0,0,0,0
513023,1,0,0,0,0,0,0
513084,0,0,0,0,0,0,0
513172,0,1,0,0,0,0,0
513232,0,0,0,0,0,0,0
513321,0,0,0,1,0,0,0
513380,0,0,0,0,0,0,0
513475,0,0,0,0,1,0,0
513528,0,0,0,0,0,0,0
513613,0,0,1,0,0,0,0
513615,0,0,1,0,0,0,1
513665,0,0,1,0,0,0,0
513679,0,0,0,0,0,0,0
513769,0,0,0,0,0,1,0
513823,0,0,0,0,0,0,0
513922,0,0,0,1,0,0,0
513990,0,0,0,0,0,0,0
514063,0,1,0,0,0,0,0
514111,0,0,0,0,0,0,0
514214,0,0,0,0,1,0,0
514222,1,0,0,0,1,0,0
514249,1,0,0,0,1,0,1
514276,1,0,0,0,0,0,1
514279,0,0,0,0,0,0,1
514316,0,0,0,0,0,0,0
514377,0,0,1,0,0,0,0
514435,0,0,0,0,0,0,0
514533,0,0,0,1,0,0,0
514594,0,0,0,0,0,0,0
514663,0,0,0,0,0,1,0
514719,0,0,0,0,0,0,0
514813,0,0,0,0,0,0,1
514824,0,0,1,0,0,0,1
514876,0,0,1,0,0,0,0
514894,0,0,0,0,0,0,0
514979,0,0,0,0,1,0,0
515039,0,0,0,0,0,0,0
515126,0,0,0,1,0,0,0
515203,0,0,0,0,0,0,0
515277,0,1,0,0,0,0,0
515330,0,0,0,0,0,0,0
515435,1,0,0,0,0,0,0
515495,0,0,0,0,0,0,0
515583,0,0,1,0,0,0,0
515636,0,0,0,0,0,0,0
515706,0,0,0,1,0,0,0
515775,0,0,0,0,0,0,0
515866,0,0,0,0,0,1,0
515916,0,0,0,0,0,0,0
516017,0,0,0,0,0,0,1
516024,0,1,0,0,0,0,1
516083,0,0,0,0,0,0,1
516086,0,0,0,0,0,0,0
516174,0,0,0,0,1,0,0
516229,0,0,0,0,0,0,0
516331,0,0,0,1,0,0,0
516388,0,0,0,0,0,0,0
516472,0,0,1,0,0,0,0
516521,0,0,0,0,0,0,0
516616,0,0,0,0,0,1,0
516630,1,0,0,0,0,1,0
516646,1,0,0,0,0,1,1
516673,1,0,0,0,0,0,1
516691,0,0,0,0,0,0,1
516724,0,0,0,0,0,0,0
516785,0,1,0,0,0,0,0
516853,0,0,0,0,0,0,0
516938,0,0,0,1,0,0,0
517000,0,0,0,0,0,0,0
517080,0,0,0,0,1,0,0
517144,0,0,0,0,0,0,0
517225,0,0,0,0,0,0,1
517236,0,1,0,0,0,0,1
517291,0,1,0,0,0,0,0
517298,0,0,0,0,0,0,0
517394,0,0,0,0,0,1,0
517443,0,0,0,0,0,0,0
517525,0,0,0,1,0,0,0
517595,0,0,0,0,0,0,0
517664,0,0,1,0,0,0,0
517734,0,0,0,0,0,0,0
517814,0,0,0,0,0,0,1
517868,0,0,0,0,0,0,0
517969,0,0,0,0,0,1,0
518020,0,0,0,0,0,0,0
518122,0,0,0,0,1,0,0
518181,0,0,0,0,0,0,0
518281,0,0,0,1,0,0,0
518339,0,0,0,0,0,0,0
518431,0,0,0,1,0,0,0
518488,0,0,0,0,0,0,0
518565,0,0,1,0,0,0,0
518623,0,0,0,0,0,0,0
518729,0,1,0,0,0,0,0
518784,0,0,0,0,0,0,0
518883,1,0,0,0,0,0,0
518927,0,0,0,0,0,0,0
519017,0,0,1,0,1,1,1
519021,0,0,1,1,1,1,1
519025,0,1,1,1,1,1,1
523822,0,1,1,1,0,0,1
523826,0,1,1,0,0,0,1
523831,0,0,0,0,0,0,0
526250,1,0,0,0,0,0,0
526306,0,0,0,0,0,0,0
526996,0,1,0,0,0,0,0
527069,0,0,0,0,0,0,0
527438,0,0,1,0,0,0,0
527519,0,0,0,0,0,0,0
527962,0,0,0,1,0,0,0
528043,0,0,0,0,0,0,0
528606,0,1,0,0,0,0,0
528612,0,1,0,0,1,0,0
528679,0,0,0,0,1,0,0
528682,0,0,0,0,0,0,0
529284,0,0,0,0,0,1,0
529341,0,0,0,0,0,0,0
529743,0,0,0,0,1,0,0
529805,0,0,0,0,0,0,0
530188,0,0,0,0,0,1,0
530242,0,0,0,0,0,0,0
530572,0,0,0,0,1,0,0
530635,0,0,0,0,0,0,0
530935,0,0,0,1,0,0,0
531004,0,0,0,0,0,0,0
531078,0,0,1,0,0,0,0
531140,0,0,0,0,0,0,0
531260,0,1,0,0,0,0,0
531310,0,0,0,0,0,0,0
531554,0,0,0,0,1,0,0
531620,0,0,0,0,0,0,0
531914,0,0,0,0,0,1,0
531964,0,0,0,0,0,0,0
532280,0,0,0,1,0,0,0
532338,0,0,0,0,0,0,0
532408,0,0,1,0,0,0,0
532466,0,0,0,0,0,0,0
532620,0,1,0,0,0,0,0
532678,0,0,0,0,0,0,0
533018,0,0,1,0,0,0,0
533066,0,0,0,0,0,0,0
533433,1,0,0,0,0,0,0
533499,0,0,0,0,0,0,0
533906,0,1,0,0,0,0,0
533971,0,0,0,0,0,0,0
534399,0,0,1,0,0,0,0
534475,0,0,0,0,0,0,0
535039,0,0,0,0,1,0,0
535104,0,0,0,0,0,0,0
536015,0,1,0,0,0,0,0
536020,1,1,0,0,0,0,0
536034,1,1,0,0,0,0,1
536082,1,1,1,0,0,0,1
536085,0,1,1,0,0,0,1
536100,0,0,1,0,0,0,0
536149,0,0,1,1,0,0,0
536153,0,0,0,1,0,0,0
536224,0,0,0,1,1,0,0
536229,0,0,0,0,1,0,0
536282,0,0,0,0,0,0,0
536650,0,0,0,0,0,1,0
536702,0,0,0,0,0,0,0
537030,0,0,0,0,1,0,0
537092,0,0,0,0,0,0,0
537356,0,0,0,0,0,1,0
537409,0,0,0,0,0,0,0
537706,0,0,0,0,1,0,0
537770,0,0,0,0,0,0,0
538076,0,0,0,1,0,0,0
538143,0,0,0,0,0,0,0
538196,0,0,1,0,0,0,0
538256,0,0,0,0,0,0,0
538393,0,1,0,0,0,0,0
538462,0,0,0,0,0,0,0
538733,0,0,0,0,1,0,0
538806,0,0,0,0,0,0,0
539111,0,0,0,0,0,1,0
539164,0,0,0,0,0,0,0
539483,0,0,0,0,0,0,1
539544,0,0,0,0,0,0,0
540005,0,0,0,0,0,0,1
540072,0,0,0,0,0,0,0
540540,0,0,1,0,0,0,0
541403,0,0,1,0,1,0,0
541406,0,0,0,0,1,0,0
541473,0,0,0,0,0,0,0
541693,0,0,0,1,0,0,0
541773,0,0,0,0,0,0,0
542689,0,1,0,0,0,0,0
542760,0,0,0,0,0,0,0
543326,0,0,0,0,0,0,1
543329,1,0,0,0,0,0,1
543336,1,0,0,1,0,0,1
543387,1,1,0,1,0,0,1
543396,1,1,0,1,0,0,0
543403,1,1,0,0,1,0,0
543409,0,1,0,0,1,0,0
543449,0,0,0,0,1,0,0
543475,0,0,0,0,0,0,0
543865,0,0,0,0,0,1,0
543916,0,0,0,0,0,0,0
544223,0,0,0,0,1,0,0
544274,0,0,0,0,0,0,0
544604,0,0,0,0,0,1,0
544652,0,0,0,0,0,0,0
544945,0,0,0,0,1,0,0
545003,0,0,0,0,0,0,0
545306,0,0,0,1,0,0,0
545372,0,0,0,0,0,0,0
545473,0,0,1,0,0,0,0
545534,0,0,0,0,0,0,0
545735,0,1,0,0,0,0,0
545788,0,0,0,0,0,0,0
546103,0,0,0,0,1,0,0
546172,0,0,0,0,0,0,0
546500,0,0,0,0,0,1,0
546566,0,0,0,0,0,0,0
546973,0,0,0,1,0,0,0
547040,0,0,0,0,0,0,0
547186,0,0,1,0,0,0,0
547262,0,0,0,0,0,0,0
547436,0,1,0,0,0,0,0
547505,0,0,0,0,0,0,0
547818,1,0,0,0,0,0,0
547880,0,0,0,0,0,0,0
548182,1,0,0,0,0,0,0
548250,0,0,0,0,0,0,0
548436,0,1,0,0,0,0,0
548507,0,0,0,0,0,0,0
548742,0,0,0,0,1,0,0
548815,0,0,0,0,0,0,0
549063,0,0,0,1,0,0,0
549124,0,0,0,0,0,0,0
549378,0,1,0,0,0,0,0
549444,0,0,0,0,0,0,0
549785,0,0,0,0,1,0,0
549862,0,0,0,0,0,0,0
550369,0,0,1,0,0,0,0
550376,1,0,1,0,0,0,0
551005,1,0,0,0,0,0,0
551014,0,0,0,0,0,0,0
551203,1,0,0,0,0,0,0
551212,1,0,0,1,0,0,0
551972,1,0,0,0,0,0,0
551975,0,0,0,0,0,0,0
552245,0,0,1,0,0,0,0
552252,1,0,1,0,1,0,0
553199,1,0,1,0,0,0,0
553204,0,0,1,0,0,0,0
553209,0,0,0,0,0,0,0
553505,0,0,0,0,1,0,1
553506,1,0,0,0,1,0,1
553509,1,0,1,0,1,0,1
553574,1,0,0,0,0,0,1
554970,1,0,0,0,1,0,1
555192,1,0,0,0,0,0,1
555479,1,0,1,0,0,0,1
555581,1,0,0,0,0,0,1
555993,1,0,0,1,0,0,1
556130,1,0,0,0,0,0,1
556619,1,0,0,0,1,0,1
556914,1,0,0,0,0,0,1
557379,1,0,0,0,1,0,1
557386,1,0,1,0,1,0,1
557414,0,0,1,0,1,0,1
557416,0,0,1,0,1,0,0
557429,0,0,1,0,1,1,0
557436,0,1,1,0,1,1,0
557456,0,1,0,0,1,1,0
557464,0,1,0,0,0,1,0
557869,0,0,0,0,0,1,0
557922,0,0,0,0,0,0,0
558851,0,1,1,0,0,0,1
558853,1,1,1,1,0,0,1
558856,1,1,1,1,1,1,1
558963,1,1,1,1,1,0,1
558973,1,1,1,0,0,0,1
558982,1,1,1,0,0,0,0
558996,1,1,0,0,0,0,0
559003,0,0,0,0,0,0,0
559823,0,0,0,0,1,1,0
559826,0,0,0,0,1,1,1
559829,0,1,1,0,1,1,1
559832,1,1,1,1,1,1,1
559983,1,1,1,1,1,1,0
559986,1,1,1,0,1,1,0
559989,1,1,1,0,0,0,0
560005,0,1,1,0,0,0,0
560012,0,0,0,0,0,0,0
560143,0,0,0,0,1,1,1
560149,0,0,0,1,1,1,1
560152,0,1,1,1,1,1,1
560157,1,1,1,1,1,1,1
560263,0,0,0,1,1,1,1
560266,0,0,0,0,1,1,1
560275,0,0,0,0,0,0,1
560279,0,0,0,0,0,0,0
560432,0,1,1,0,0,0,0
560437,1,1,1,0,0,0,1
560443,1,1,1,1,0,0,1
560446,1,1,1,1,1,1,1
560522,1,1,1,1,0,0,0
560527,1,0,0,0,0,0,0
560536,0,0,0,0,0,0,0
560695,0,0,0,0,0,0,1
560698,0,0,0,0,1,1,1
560701,0,0,0,1,1,1,1
560710,1,0,0,1,1,1,1
560713,1,1,1,1,1,1,1
560785,1,1,1,1,0,0,0
560789,1,1,1,0,0,0,0
560797,0,1,1,0,0,0,0
560803,0,0,0,0,0,0,0
560942,0,1,1,0,0,0,1
560947,1,1,1,0,1,1,1
560953,1,1,1,1,1,1,1
561035,1,1,1,1,0,0,1
561037,1,1,1,1,0,0,0
561040,0,1,1,0,0,0,0
561046,0,0,0,0,0,0,0
565853,0,0,0,1,0,0,0
565986,0,0,0,1,0,0,1
566042,0,0,0,0,0,0,1
566069,0,0,0,0,0,1,1
566101,0,0,0,0,0,1,0
566136,0,0,1,0,0,0,0
566185,0,0,1,0,1,0,0
566203,0,0,0,0,1,0,0
566235,0,1,0,0,1,0,0
566248,0,1,0,0,0,0,0
566279,0,1,0,1,0,0,0
566298,0,1,1,1,0,0,0
566322,0,0,1,1,0,0,0
566329,0,0,1,1,0,0,1
566352,0,0,1,0,0,0,1
566369,1,0,1,0,0,0,1
566386,1,0,1,0,0,1,1
566393,1,0,0,0,0,1,1
566428,1,0,0,0,1,1,1
566431,1,0,0,0,1,1,0
566454,1,0,0,1,1,1,0
566459,0,0,0,1,1,0,0
566496,0,0,0,1,0,0,0
566522,0,0,0,1,0,0,1
566546,0,0,0,0,0,1,1
566583,0,0,0,0,1,1,1
566594,0,0,1,0,1,1,1
566626,0,0,1,0,1,1,0
566632,0,0,1,0,1,0,0
566634,0,1,1,0,1,0,0
566646,0,1,1,0,0,0,0
566672,0,1,0,0,0,0,0
566707,0,1,0,1,0,0,0
566712,0,0,0,1,0,0,0
566728,0,0,0,1,1,0,0
566774,0,0,0,1,1,1,0
566780,0,0,1,1,1,1,0
566784,0,0,1,0,1,1,0
566803,0,0,1,0,0,1,0
566825,0,1,1,0,0,1,0
566841,0,1,1,0,0,0,0
566863,1,1,1,0,0,0,0
566874,1,1,0,0,0,0,0
566906,1,1,0,1,0,0,0
566923,1,0,0,1,0,0,0
566941,0,0,0,1,0,0,0
566956,0,0,0,1,1,0,0
566991,0,0,0,1,1,1,0
567001,0,0,0,0,1,1,0
567012,1,1,1,0,1,1,1
567032,1,1,1,0,0,1,1
567079,1,1,1,0,0,0,1
567081,1,0,0,0,0,0,1
567091,0,0,0,0,0,0,1
567107,0,0,0,0,0,0,0
567310,0,0,0,0,0,0,1
567314,1,0,0,0,0,0,1
567394,0,0,0,0,0,0,0
567610,0,0,0,0,1,0,0
567612,0,0,1,0,1,0,0
567684,0,0,1,0,0,0,0
567686,0,0,0,0,0,0,0
567912,0,0,0,0,0,0,1
567916,1,0,0,0,0,0,1
567986,1,0,0,0,0,0,0
567989,0,0,0,0,0,0,0
568208,0,0,1,0,1,0,0
568281,0,0,0,0,1,0,0
568289,0,0,0,0,0,0,0
568493,0,1,0,0,0,0,0
568504,0,1,0,0,0,1,0
568558,0,0,0,0,0,1,0
568565,0,0,0,0,0,0,0
568656,0,0,0,0,1,0,0
568662,0,0,1,0,1,0,0
568724,0,0,0,0,0,0,0
568803,0,0,0,1,0,0,0
568880,0,0,0,0,0,0,0
569126,0,0,0,0,1,0,0
569132,0,0,1,0,1,0,0
569195,0,0,1,0,0,0,0
569196,0,0,0,0,0,0,0
569422,0,0,0,0,0,0,1
569424,1,0,0,0,0,0,1
569492,1,0,0,0,0,0,0
569495,0,0,0,0,0,0,0
569703,0,0,0,0,0,1,0
569706,0,1,0,0,0,1,0
569767,0,1,0,0,0,0,0
569771,0,0,0,0,0,0,0
569864,0,0,1,0,0,0,0
569866,0,0,1,0,1,0,0
569925,0,0,0,0,1,0,0
569934,0,0,0,0,0,0,0
570009,0,0,0,1,0,0,0
570088,0,0,0,0,0,0,0
570321,0,0,0,1,0,0,0
570395,0,0,0,0,0,0,0
570608,0,0,1,0,0,0,0
570611,0,0,1,0,1,0,0
570675,0,0,0,0,1,0,0
570676,0,0,0,0,0,0,0
570909,0,0,0,1,0,0,0
570986,0,0,0,0,0,0,0
571204,0,0,0,0,0,1,0
571214,0,1,0,0,0,1,0
571273,0,1,0,0,0,0,0
571291,0,0,0,0,0,0,0
571512,0,0,0,0,1,0,0
571514,0,0,1,0,1,0,0
571584,0,0,1,0,0,0,0
571587,0,0,0,0,0,0,0
571595,0,1,0,0,0,1,0
571655,0,0,0,0,0,1,0
571658,0,0,0,0,0,0,0
571666,0,0,0,0,1,0,0
571675,0,0,1,0,1,0,0
571736,0,0,1,0,1,1,0
571743,0,1,1,0,1,1,0
571759,0,1,1,0,0,1,0
571774,0,1,0,0,0,1,0
571808,1,1,0,0,0,1,0
571814,1,1,0,1,0,1,0
571819,1,1,0,1,0,1,1
571849,1,1,0,1,0,0,1
571851,1,0,0,1,0,0,1
571889,1,0,0,0,0,0,1
571901,0,0,0,0,0,0,0
571979,0,0,0,1,0,0,0
572043,0,0,0,0,0,0,0
572114,0,1,0,0,0,1,0
572116,0,1,0,1,0,1,0
572169,0,1,0,1,0,0,0
572180,0,0,0,1,0,0,0
572184,0,0,0,0,0,0,0
572266,0,0,0,1,0,0,0
572331,0,0,0,0,0,0,0
572413,0,0,0,0,0,0,1
572415,1,0,0,0,0,0,1
572423,1,0,0,1,0,0,1
572478,1,0,0,1,0,0,0
572483,0,0,0,0,0,0,0
572566,0,0,0,1,0,0,0
572630,0,0,0,0,0,0,0
572709,0,1,0,0,0,0,0
572714,0,1,0,1,0,0,0
572716,0,1,0,1,0,1,0
572783,0,1,0,1,0,0,0
572786,0,0,0,0,0,0,0
572796,0,0,1,0,0,0,0
572813,0,0,1,0,1,0,0
572862,0,0,0,0,1,0,0
572883,0,0,0,0,0,0,0
572894,0,0,0,1,0,0,0
572953,0,0,1,1,0,0,0
572955,0,0,1,1,1,0,0
572968,0,0,1,0,1,0,0
573019,1,0,1,0,1,0,0
573021,1,0,1,0,1,0,1
573023,1,0,1,0,1,1,1
573025,1,1,1,0,1,1,1
573039,1,1,0,0,1,1,1
573042,1,1,0,0,0,1,1
573104,1,1,0,0,1,1,1
573109,1,0,1,0,1,1,1
573114,0,0,1,0,1,1,1
573122,0,0,1,0,1,0,1
573126,0,0,1,0,1,0,0
573171,0,0,1,1,1,0,0
573174,0,0,0,1,1,0,0
573189,0,0,0,1,0,0,0
573226,0,0,0,1,0,1,0
573236,0,1,0,1,0,1,0
573254,0,1,0,0,0,1,0
573292,0,1,0,0,1,1,0
573299,0,1,1,0,1,1,0
573315,0,1,1,0,1,0,0
573321,0,0,1,0,1,0,0
573336,0,0,1,1,1,0,0
573362,0,0,1,1,0,0,0
573374,1,0,0,1,0,0,0
573386,1,0,0,1,0,0,1
573419,1,0,0,0,0,0,1
573464,1,0,1,0,0,0,1
573465,1,0,1,0,1,1,1
573476,1,1,1,0,1,1,1
573482,0,1,1,0,1,1,1
573492,0,1,1,0,1,1,0
573526,0,1,0,0,1,1,0
573542,1,1,0,0,1,1,0
573546,1,1,0,0,0,1,0
573549,1,1,0,0,0,1,1
573572,1,0,0,0,0,0,1
573602,1,0,0,1,0,0,1
573609,1,0,1,1,0,0,1
573622,1,0,1,1,1,0,1
573631,0,0,1,1,1,0,1
573650,0,0,1,1,1,0,0
573684,0,1,1,1,1,0,0
573700,0,1,1,0,1,1,0
573706,0,1,0,0,1,1,0
573714,0,1,0,0,0,1,0
573768,1,1,0,0,0,1,0
573773,1,1,0,0,0,1,1
573785,1,0,0,0,0,1,1
573790,1,0,0,0,0,0,1
573852,1,1,0,0,0,0,1
573861,1,1,0,0,0,1,1
573881,0,1,0,0,0,1,1
573895,0,1,0,0,0,1,0
573915,0,1,0,0,1,1,0
573919,0,1,0,1,1,1,0
573924,0,1,1,1,1,1,0
573944,0,0,1,1,1,1,0
573946,0,0,1,1,1,0,0
573987,0,0,1,1,0,0,0
573992,1,0,1,1,0,0,1
574006,1,0,0,1,0,0,1
574019,1,0,0,0,0,0,1
574066,1,1,0,0,0,1,1
574101,0,1,0,0,0,1,1
574110,0,1,0,0,0,1,0
574145,0,1,1,0,1,1,0
574168,0,0,1,0,1,1,0
574180,0,0,1,0,1,0,0
574213,0,0,1,0,1,0,1
574215,1,0,1,0,1,0,1
574216,1,0,1,1,1,0,1
574231,1,0,1,1,0,0,1
574234,1,0,0,1,0,0,1
574285,0,0,0,1,0,0,1
574291,0,0,0,1,0,0,0
574293,0,0,0,0,0,0,0
574509,0,1,0,0,0,0,0
574513,0,1,0,1,0,0,0
574515,0,1,0,1,0,1,0
574566,0,1,0,1,0,0,0
574570,0,0,0,1,0,0,0
574577,0,0,0,0,0,0,0
574802,0,0,0,0,1,0,0
574813,0,0,0,1,1,0,0
574817,0,0,1,1,1,0,0
574866,0,0,1,1,0,0,0
574881,0,0,1,0,0,0,0
574883,0,0,0,0,0,0,0
575118,0,1,0,0,0,0,0
575121,0,1,0,1,0,0,0
575122,0,1,0,1,0,1,0
575183,0,1,0,1,0,0,0
575184,0,0,0,1,0,0,0
575401,0,0,0,0,0,0,0
575405,0,0,0,0,0,0,1
575410,0,0,0,0,1,0,1
575415,1,0,0,0,1,0,1
575418,1,0,1,0,1,0,1
575466,1,0,1,0,0,0,1
575471,1,0,0,0,0,0,0
575475,0,0,0,0,0,0,0
575569,0,0,0,0,1,0,0
575571,0,0,1,0,1,0,0
575578,0,0,1,1,1,0,0
575631,0,0,1,0,1,0,0
575633,0,0,1,0,0,0,0
575636,0,0,0,0,0,0,0
575716,1,1,0,0,0,0,0
575721,1,1,0,0,0,0,1
575725,1,1,0,0,0,1,1
575773,1,0,0,0,0,1,1
575781,0,0,0,0,0,1,1
575784,0,0,0,0,0,0,1
575789,0,0,0,0,0,0,0
575862,0,0,1,0,0,0,0
575869,0,0,1,0,1,0,0
575873,0,0,1,1,1,0,0
575929,0,0,0,1,1,0,0
575933,0,0,0,0,1,0,0
575935,0,0,0,0,0,0,0
576013,1,0,0,0,0,0,0
576016,1,0,0,0,0,0,1
576021,1,0,0,1,0,0,1
576070,1,0,0,1,0,0,0
576074,0,0,0,1,0,0,0
576089,0,0,0,0,0,0,0
576155,0,1,0,0,0,0,0
576163,0,1,0,0,1,0,0
576234,0,0,1,0,1,0,0
576249,0,0,1,0,1,1,0
576257,0,0,1,0,0,1,0
576294,0,0,1,1,0,1,0
576312,0,0,1,1,0,1,1
576314,1,0,1,1,0,1,1
576322,1,1,0,1,0,1,1
576329,1,1,0,1,0,0,1
576376,1,1,0,1,1,0,1
576384,0,1,0,1,1,0,1
576386,0,0,0,0,1,0,1
576396,0,0,0,0,1,0,0
576402,0,0,1,0,1,0,0
576446,0,0,1,0,1,1,0
576462,1,0,1,0,1,1,0
576464,1,1,1,0,1,1,1
576472,1,1,1,0,0,1,1
576483,1,1,0,0,0,1,1
576525,0,1,0,0,0,0,1
576540,0,0,1,1,0,0,0
576604,1,1,1,1,0,0,0
576609,1,1,1,1,1,0,0
576617,1,1,1,1,1,1,1
576629,1,1,0,1,1,1,1
576632,1,1,0,0,1,1,1
576670,1,1,0,0,0,1,1
576672,1,0,0,0,0,1,1
576675,0,0,0,0,0,1,1
576677,0,0,0,0,0,0,1
576685,0,0,0,0,0,0,0
576898,0,0,0,0,0,0,1
576905,0,0,0,1,0,0,1
576908,0,0,0,1,1,1,1
576911,0,1,1,1,1,1,1
576974,0,0,0,1,1,1,1
576979,0,0,0,1,0,0,1
576981,0,0,0,0,0,0,0
577202,0,0,0,0,1,1,0
577208,0,0,0,1,1,1,0
577216,1,0,0,1,1,1,0
577219,1,1,1,1,1,1,0
577271,1,1,1,1,0,0,0
577278,0,1,1,1,0,0,0
577283,0,0,0,1,0,0,0
577290,0,0,0,0,0,0,0
577511,0,0,0,0,0,0,1
577513,0,1,1,0,0,0,1
577516,0,1,1,1,0,0,1
577518,0,1,1,1,1,1,1
577584,0,0,0,1,1,1,0
577591,0,0,0,1,0,0,0
577595,0,0,0,0,0,0,0
577821,1,1,1,1,1,1,0
577885,1,0,0,1,1,1,0
577892,1,0,0,1,0,1,0
577896,0,0,0,0,0,1,0
577914,0,0,0,0,0,0,0
578114,0,1,1,1,0,1,1
578118,1,1,1,1,0,1,1
578161,1,0,1,1,0,1,1
578167,0,0,1,1,0,1,1
578170,0,0,0,1,0,0,1
578175,0,0,0,0,0,0,0
578262,0,0,0,0,0,1,0
578264,0,0,0,0,0,1,1
578266,1,1,1,0,0,1,1
578280,1,1,1,0,1,1,1
578316,0,1,1,0,1,1,1
578322,0,0,1,0,1,1,1
578329,0,0,0,0,0,0,1
578336,0,0,0,0,0,0,0
578413,0,1,0,0,0,0,0
578420,0,1,0,0,1,1,1
578422,1,1,0,1,1,1,1
578490,0,0,0,1,0,0,1
578494,0,0,0,1,0,0,0
578496,0,0,0,0,0,0,0
578706,0,0,0,1,1,1,0
578711,1,0,0,1,1,1,0
578713,1,1,1,1,1,1,0
578781,1,0,0,1,0,0,0
578785,0,0,0,1,0,0,0
578787,0,0,0,0,0,0,0
579014,0,1,1,0,0,0,0
579020,0,1,1,0,1,1,1
579023,0,1,1,1,1,1,1
579090,0,0,0,1,0,0,0
579096,0,0,0,0,0,0,0
579301,1,0,0,0,0,0,0
579305,1,1,1,0,1,1,1
579359,0,1,1,0,1,1,1
579364,0,0,0,0,1,1,1
579366,0,0,0,0,0,0,0
579452,1,1,0,0,0,0,0
579462,1,1,0,0,0,0,1
579466,1,1,0,1,1,1,1
579509,1,0,0,1,1,1,1
579522,0,0,0,1,0,0,0
579534,0,0,0,0,0,0,0
579612,0,0,0,1,1,1,1
579619,1,0,1,1,1,1,1
