Offset,Column,Delta
255090,1,500
255590,1,150
255740,1,600
256340,1,375
256715,1,225
256940,1,150
257090,1,750
257840,1,150
257990,1,300
258290,1,300
258590,1,675
259265,1,600
259865,1,225
260090,1,225
260315,1,225
260540,1,225
260765,1,300
261065,1,225
261290,1,225
261515,1,225
261740,1,450
262190,1,225
262415,1,487
262902,1,188
263090,1,300
263390,1,262
263652,1,188
263840,1,187
264027,1,188
264215,1,225
264440,1,1500
265940,1,1200
267140,1,1200
268340,1,1300
269640,1,200
269840,1,1650
271490,1,1200
272690,1,450
273140,1,1200
274340,1,300
274640,1,750
275390,1,150
275540,1,300
275840,1,300
276140,1,300
276440,1,300
276740,1,300
277040,1,300
277340,1,300
277640,1,150
277790,1,150
277940,1,300
278240,1,300
278540,1,300
278840,1,150
278990,1,250
279240,1,200
279440,1,150
279590,1,450
280040,1,150
280190,1,150
280340,1,300
280640,1,300
280940,1,150
281090,1,150
281240,1,150
281390,1,150
281540,1,300
281840,1,300
282140,1,150
282290,1,300
282590,1,150
282740,1,300
283040,1,150
283190,1,150
283340,1,300
283640,1,150
283790,1,150
283940,1,300
284240,1,150
284390,1,600
284990,1,300
285290,1,300
285590,1,300
285890,1,300
286190,1,300
286490,1,300
286790,1,300
287090,1,300
287390,1,300
287690,1,300
287990,1,300
288290,1,375
288665,1,375
289040,1,375
289415,1,300
289715,1,225
289940,1,450
290390,1,225
290615,1,150
290765,1,225
290990,1,375
291365,1,225
291590,1,225
291815,1,150
291965,1,225
292190,1,375
292565,1,225
292790,1,225
293015,1,225
293240,1,150
293390,1,300
293690,1,150
293840,1,300
294140,1,150
294290,1,300
294590,1,300
294890,1,300
295190,1,300
295490,1,300
295790,1,300
296090,1,300
296390,1,300
296690,1,300
296990,1,300
297290,1,300
297590,1,300
297890,1,375
298265,1,375
298640,1,375
299015,1,300
299315,1,225
299540,1,450
299990,1,225
300215,1,150
300365,1,225
300590,1,375
300965,1,225
301190,1,225
301415,1,150
301565,1,225
301790,1,375
302165,1,225
302390,1,225
302615,1,225
302840,1,150
302990,1,300
303290,1,150
303440,1,300
303740,1,150
303890,1,300
304190,1,2437
306627,1,675
307302,1,525
307827,1,375
308202,1,225
308427,1,150
308577,1,225
308802,1,188
308990,1,1800
310790,1,3825
314615,1,1687
316302,1,600
316902,1,525
317427,1,150
317577,1,113
317690,1,150
317840,1,150
317990,1,150
318140,1,150
318290,1,150
318440,1,150
318590,1,300
318890,1,187
319077,1,263
319340,1,187
319527,1,263
319790,1,150
319940,1,150
320090,1,225
320315,1,150
320465,1,150
320615,1,150
320765,1,150
320915,1,150
321065,1,150
321215,1,150
321365,1,150
321515,1,150
321665,1,150
321815,1,150
321965,1,150
322115,1,150
322265,1,150
322415,1,150
322565,1,150
322715,1,150
322865,1,150
323015,1,150
323165,1,150
323315,1,150
323465,1,150
323615,1,150
323765,1,150
323915,1,150
324065,1,150
324215,1,150
324365,1,150
324515,1,150
324665,1,150
324815,1,150
324965,1,150
325115,1,150
325265,1,150
325415,1,150
325565,1,150
325715,1,150
325865,1,150
326015,1,150
326165,1,150
326315,1,168
326483,1,150
326633,1,150
326783,1,150
326933,1,207
327140,1,225
327365,1,225
327590,1,300
327890,1,225
328115,1,225
328340,1,225
328565,1,225
328790,1,150
328940,1,225
329165,1,225
329390,1,150
329540,1,225
329765,1,225
329990,1,150
330140,1,300
330440,1,150
330590,1,200
330790,1,175
330965,1,225
331190,1,150
331340,1,150
331490,1,300
331790,1,375
332165,1,225
332390,1,150
332540,1,300
332840,1,150
332990,1,375
333365,1,225
333590,1,300
333890,1,150
334040,1,150
334190,1,375
334565,1,225
334790,1,150
334940,1,225
335165,1,225
335390,1,225
335615,1,150
335765,1,225
335990,1,300
336290,1,300
336590,1,150
336740,1,225
336965,1,225
337190,1,300
337490,1,225
337715,1,225
337940,1,225
338165,1,225
338390,1,150
338540,1,300
338840,1,150
338990,1,150
339140,1,225
339365,1,225
339590,1,150
339740,1,225
339965,1,225
340190,1,200
340390,1,175
340565,1,225
340790,1,150
340940,1,150
341090,1,300
341390,1,375
341765,1,225
341990,1,150
342140,1,300
342440,1,150
342590,1,300
342890,1,300
343190,1,150
343340,1,300
343640,1,187
343827,1,338
344165,1,225
344390,1,150
344540,1,300
344840,1,150
344990,1,75
345065,1,75
345140,1,300
345440,1,75
345515,1,150
345665,1,375
346040,1,175
346215,1,100
346315,1,375
346690,1,275
346965,1,275
347240,1,150
347390,1,150
347540,1,225
347765,1,225
347990,1,150
348140,1,225
348365,1,225
348590,1,150
348740,1,225
348965,1,225
349190,1,225
349415,1,225
349640,1,150
349790,1,150
349940,1,225
350165,1,225
350390,1,150
350540,1,150
350690,1,300
350990,1,375
351365,1,225
351590,1,300
351890,1,150
352040,1,150
352190,1,150
352340,1,225
352565,1,125
352690,1,100
352790,1,150
352940,1,150
353090,1,150
353240,1,150
353390,1,150
353540,1,225
353765,1,225
353990,1,150
354140,1,300
354440,1,150
354590,1,225
354815,1,150
354965,1,225
355190,1,300
355490,1,300
355790,1,150
355940,1,225
356165,1,225
356390,1,150
356540,1,150
356690,1,225
356915,1,225
357140,1,225
357365,1,225
357590,1,150
357740,1,150
357890,1,150
358040,1,150
358190,1,150
358340,1,225
358565,1,225
358790,1,150
358940,1,150
359090,1,225
359315,1,275
359590,1,175
359765,1,225
359990,1,300
360290,1,150
360440,1,150
360590,1,300
360890,1,300
361190,1,150
361340,1,150
361490,1,150
361640,1,150
361790,1,150
361940,1,150
362090,1,300
362390,1,150
362540,1,150
362690,1,150
362840,1,187
363027,1,188
363215,1,150
363365,1,225
363590,1,150
363740,1,300
364040,1,150
364190,1,75
364265,1,75
364340,1,300
364640,1,75
364715,1,150
364865,1,375
365240,1,150
365390,1,6000
371390,1,1275
372665,1,450
373115,1,712
373827,1,488
374315,1,112
374427,1,225
374652,1,75
374727,1,225
1265,2,150
1415,2,375
1790,2,225
2015,2,150
2165,2,450
2615,2,150
2765,2,375
3140,2,300
3440,2,150
3590,2,600
4190,2,225
4415,2,150
4565,2,450
5015,2,150
5165,2,562
5727,2,150
5877,2,713
6590,2,150
6740,2,150
6890,2,525
7415,2,150
7565,2,450
8015,2,150
8165,2,525
8690,2,150
8840,2,600
9440,2,600
10040,2,1200
11240,2,225
11465,2,150
11615,2,150
11765,2,225
11990,2,225
12215,2,225
12440,2,225
12665,2,150
12815,2,225
13040,2,150
13190,2,150
13340,2,300
13640,2,225
13865,2,150
14015,2,150
14165,2,225
14390,2,225
14615,2,225
14840,2,300
15140,2,225
15365,2,150
15515,2,375
15890,2,150
16040,2,225
16265,2,150
16415,2,150
16565,2,225
16790,2,225
17015,2,225
17240,2,225
17465,2,150
17615,2,225
17840,2,150
17990,2,150
18140,2,300
18440,2,225
18665,2,150
18815,2,150
18965,2,225
19190,2,225
19415,2,225
19640,2,225
19865,2,150
20015,2,300
20315,2,150
20465,2,225
20690,2,150
20840,2,250
21090,2,200
21290,2,225
21515,2,175
21690,2,1100
22790,2,600
23390,2,150
23540,2,450
23990,2,900
24890,2,300
25190,2,150
25340,2,450
25790,2,225
26015,2,225
26240,2,225
26465,2,225
26690,2,150
26840,2,300
27140,2,300
27440,2,225
27665,2,150
27815,2,225
28040,2,150
28190,2,300
28490,2,150
28640,2,300
28940,2,225
29165,2,150
29315,2,225
29540,2,300
29840,2,225
30065,2,150
30215,2,225
30440,2,150
30590,2,150
30740,2,225
30965,2,150
31115,2,225
31340,2,225
31565,2,375
31940,2,300
32240,2,150
32390,2,300
32690,2,225
32915,2,225
33140,2,150
33290,2,150
33440,2,300
33740,2,300
34040,2,300
34340,2,225
34565,2,150
34715,2,150
34865,2,150
35015,2,150
35165,2,150
35315,2,225
35540,2,150
35690,2,150
35840,2,150
35990,2,600
36590,2,150
36740,2,150
36890,2,150
37040,2,300
37340,2,600
37940,2,150
38090,2,300
38390,2,300
38690,2,150
38840,2,300
39140,2,150
39290,2,150
39440,2,300
39740,2,150
39890,2,150
40040,2,375
40415,2,150
40565,2,225
40790,2,225
41015,2,150
41165,2,150
41315,2,225
41540,2,150
41690,2,150
41840,2,300
42140,2,600
42740,2,150
42890,2,300
43190,2,300
43490,2,150
43640,2,300
43940,2,150
44090,2,150
44240,2,300
44540,2,225
44765,2,225
44990,2,225
45215,2,225
45440,2,150
45590,2,450
46040,2,250
46290,2,200
46490,2,225
46715,2,175
46890,2,1100
47990,2,600
48590,2,150
48740,2,450
49190,2,900
50090,2,300
50390,2,150
50540,2,450
50990,2,150
51140,2,225
51365,2,300
51665,2,150
51815,2,150
51965,2,225
52190,2,150
52340,2,300
52640,2,375
53015,2,225
53240,2,225
53465,2,300
53765,2,150
53915,2,225
54140,2,150
54290,2,225
54515,2,225
54740,2,300
55040,2,225
55265,2,150
55415,2,225
55640,2,300
55940,2,225
56165,2,225
56390,2,225
56615,2,300
56915,2,225
57140,2,300
57440,2,150
57590,2,300
57890,2,150
58040,2,300
58340,2,150
58490,2,150
58640,2,150
58790,2,225
59015,2,300
59315,2,375
59690,2,150
59840,2,150
59990,2,300
60290,2,600
60890,2,150
61040,2,525
61565,2,150
61715,2,225
61940,2,225
62165,2,150
62315,2,225
62540,2,225
62765,2,150
62915,2,1425
64340,2,225
64565,2,150
64715,2,225
64940,2,225
65165,2,150
65315,2,525
65840,2,450
66290,2,75
66365,2,225
66590,2,1500
68090,2,600
68690,2,375
69065,2,150
69215,2,150
69365,2,300
69665,2,150
69815,2,150
69965,2,150
70115,2,300
70415,2,300
70715,2,150
70865,2,150
71015,2,75
71090,2,262
71352,2,863
72215,2,975
73190,2,1800
74990,2,5400
80390,2,1425
81815,2,975
82790,2,900
83690,2,2175
85865,2,225
86090,2,225
86315,2,150
86465,2,300
86765,2,150
86915,2,225
87140,2,225
87365,2,150
87515,2,150
87665,2,225
87890,2,225
88115,2,112
88227,2,188
88415,2,225
88640,2,262
88902,2,188
89090,2,375
89465,2,300
89765,2,112
89877,2,225
90102,2,113
90215,2,150
90365,2,225
90590,2,225
90815,2,525
91340,2,525
91865,2,150
92015,2,150
92165,2,225
92390,2,300
92690,2,150
92840,2,225
93065,2,225
93290,2,225
93515,2,150
93665,2,150
93815,2,225
94040,2,225
94265,2,150
94415,2,225
94640,2,225
94865,2,150
95015,2,225
95240,2,225
95465,2,225
95690,2,150
95840,2,225
96065,2,225
96290,2,150
96440,2,125
96565,2,137
96702,2,263
96965,2,150
97115,2,375
97490,2,150
97640,2,150
97790,2,225
98015,2,150
98165,2,225
98390,2,225
98615,2,150
98765,2,300
99065,2,150
99215,2,300
99515,2,337
99852,2,188
100040,2,225
100265,2,150
100415,2,150
100565,2,150
100715,2,225
100940,2,262
101202,2,225
101427,2,188
101615,2,225
101840,2,225
102065,2,187
102252,2,113
102365,2,300
102665,2,275
102940,2,250
103190,2,150
103340,2,225
103565,2,125
103690,2,250
103940,2,225
104165,2,300
104465,2,150
104615,2,225
104840,2,300
105140,2,225
105365,2,150
105515,2,225
105740,2,262
106002,2,188
106190,2,225
106415,2,225
106640,2,225
106865,2,300
107165,2,225
107390,2,150
107540,2,200
107740,2,325
108065,2,150
108215,2,225
108440,2,150
108590,2,150
108740,2,225
108965,2,150
109115,2,300
109415,2,225
109640,2,300
109940,2,225
110165,2,150
110315,2,412
110727,2,188
110915,2,112
111027,2,188
111215,2,150
111365,2,450
111815,2,150
111965,2,262
112227,2,188
112415,2,187
112602,2,263
112865,2,225
113090,2,225
113315,2,150
113465,2,150
113615,2,225
113840,2,225
114065,2,225
114290,2,150
114440,2,350
114790,2,175
114965,2,225
115190,2,225
115415,2,150
115565,2,225
115790,2,225
116015,2,225
116240,2,225
116465,2,150
116615,2,225
116840,2,225
117065,2,275
117340,2,175
117515,2,225
117740,2,262
118002,2,188
118190,2,225
118415,2,225
118640,2,225
118865,2,150
119015,2,225
119240,2,150
119390,2,225
119615,2,375
119990,2,337
120327,2,150
120477,2,188
120665,2,225
120890,2,225
121115,2,337
121452,2,113
121565,2,262
121827,2,188
122015,2,225
122240,2,150
122390,2,300
122690,2,150
122840,2,225
123065,2,300
123365,2,150
123515,2,375
123890,2,150
124040,2,375
124415,2,150
124565,2,225
124790,2,225
125015,2,187
125202,2,263
125465,2,150
125615,2,150
125765,2,150
125915,2,225
126140,2,150
126290,2,337
126627,2,188
126815,2,225
127040,2,150
127190,2,225
127415,2,225
127640,2,225
127865,2,225
128090,2,225
128315,2,225
128540,2,150
128690,2,150
128840,2,300
129140,2,300
129440,2,300
129740,2,150
129890,2,300
130190,2,1200
131390,2,300
131690,2,300
131990,2,600
132590,2,225
132815,2,225
133040,2,150
133190,2,150
133340,2,200
133540,2,250
133790,2,300
134090,2,300
134390,2,600
134990,2,225
135215,2,225
135440,2,150
135590,2,600
136190,2,300
136490,2,300
136790,2,600
137390,2,225
137615,2,225
137840,2,150
137990,2,225
138215,2,75
138290,2,300
138590,2,300
138890,2,300
139190,2,675
139865,2,150
140015,2,150
140165,2,225
140390,2,225
140615,2,150
140765,2,225
140990,2,225
141215,2,150
141365,2,225
141590,2,225
141815,2,150
141965,2,225
142190,2,225
142415,2,225
142640,2,150
142790,2,225
143015,2,150
143165,2,300
143465,2,300
143765,2,225
143990,2,150
144140,2,150
144290,2,225
144515,2,225
144740,2,225
144965,2,225
145190,2,225
145415,2,150
145565,2,225
145790,2,225
146015,2,150
146165,2,225
146390,2,225
146615,2,150
146765,2,225
146990,2,225
147215,2,225
147440,2,150
147590,2,225
147815,2,150
147965,2,300
148265,2,300
148565,2,225
148790,2,150
148940,2,150
149090,2,225
149315,2,225
149540,2,450
149990,2,150
150140,2,450
150590,2,225
150815,2,225
151040,2,150
151190,2,150
151340,2,487
151827,2,463
152290,2,400
152690,2,975
153665,2,525
154190,2,150
154340,2,300
154640,2,225
154865,2,525
155390,2,750
156140,2,600
156740,2,225
156965,2,150
157115,2,225
157340,2,525
157865,2,225
158090,2,300
158390,2,225
158615,2,450
159065,2,112
159177,2,525
159702,2,113
159815,2,450
160265,2,150
160415,2,187
160602,2,188
160790,2,337
161127,2,150
161277,2,225
161502,2,188
161690,2,300
161990,2,225
162215,2,150
162365,2,600
162965,2,150
163115,2,150
163265,2,150
163415,2,225
163640,2,112
163752,2,263
164015,2,225
164240,2,150
164390,2,187
164577,2,150
164727,2,113
164840,2,150
164990,2,375
165365,2,150
165515,2,150
165665,2,225
165890,2,150
166040,2,300
166340,2,225
166565,2,150
166715,2,225
166940,2,150
167090,2,225
167315,2,225
167540,2,225
167765,2,150
167915,2,225
168140,2,225
168365,2,150
168515,2,375
168890,2,225
169115,2,225
169340,2,150
169490,2,150
169640,2,300
169940,2,300
170240,2,150
170390,2,150
170540,2,150
170690,2,150
170840,2,300
171140,2,150
171290,2,250
171540,2,200
171740,2,150
171890,2,450
172340,2,300
172640,2,150
172790,2,150
172940,2,225
173165,2,225
173390,2,300
173690,2,225
173915,2,225
174140,2,300
174440,2,150
174590,2,150
174740,2,375
175115,2,225
175340,2,150
175490,2,300
175790,2,150
175940,2,225
176165,2,150
176315,2,225
176540,2,150
176690,2,300
176990,2,150
177140,2,375
177515,2,225
177740,2,225
177965,2,150
178115,2,375
178490,2,225
178715,2,225
178940,2,300
179240,2,300
179540,2,300
179840,2,150
179990,2,150
180140,2,150
180290,2,150
180440,2,300
180740,2,300
181040,2,100
181140,2,200
181340,2,300
181640,2,150
181790,2,150
181940,2,450
182390,2,150
182540,2,225
182765,2,225
182990,2,300
183290,2,225
183515,2,150
183665,2,375
184040,2,525
184565,2,150
184715,2,225
184940,2,150
185090,2,225
185315,2,450
185765,2,175
185940,2,200
186140,2,150
186290,2,225
186515,2,450
186965,2,150
187115,2,225
187340,2,150
187490,2,225
187715,2,150
187865,2,300
188165,2,225
188390,2,150
188540,2,300
188840,2,150
188990,2,525
189515,2,225
189740,2,150
189890,2,225
190115,2,300
190415,2,325
190740,2,200
190940,2,150
191090,2,225
191315,2,450
191765,2,150
191915,2,225
192140,2,150
192290,2,225
192515,2,300
192815,2,225
193040,2,150
193190,2,150
193340,2,300
193640,2,300
193940,2,225
194165,2,150
194315,2,225
194540,2,150
194690,2,225
194915,2,225
195140,2,225
195365,2,175
195540,2,200
195740,2,150
195890,2,225
196115,2,450
196565,2,150
196715,2,225
196940,2,150
197090,2,225
197315,2,275
197590,2,175
197765,2,225
197990,2,150
198140,2,300
198440,2,150
198590,2,375
198965,2,150
199115,2,225
199340,2,150
199490,2,225
199715,2,300
200015,2,325
200340,2,200
200540,2,150
200690,2,300
200990,2,375
201365,2,150
201515,2,225
201740,2,150
201890,2,225
202115,2,375
202490,2,150
202640,2,225
202865,2,375
203240,2,300
203540,2,1200
204740,2,1200
205940,2,1200
207140,2,1800
208940,2,300
209240,2,900
210140,2,300
210440,2,375
210815,2,525
211340,2,487
211827,2,413
212240,2,225
212465,2,225
212690,2,300
212990,2,150
213140,2,300
213440,2,300
213740,2,300
214040,2,300
214340,2,300
214640,2,300
214940,2,300
215240,2,300
215540,2,300
215840,2,300
216140,2,300
216440,2,300
216740,2,300
217040,2,300
217340,2,300
217640,2,300
217940,2,300
218240,2,300
218540,2,300
218840,2,300
219140,2,300
219440,2,300
219740,2,300
220040,2,375
220415,2,525
220940,2,1125
222065,2,150
222215,2,375
222590,2,225
222815,2,150
222965,2,450
223415,2,150
223565,2,375
223940,2,300
224240,2,750
224990,2,225
225215,2,150
225365,2,450
225815,2,712
226527,2,150
226677,2,713
227390,2,150
227540,2,150
227690,2,150
227840,2,525
228365,2,150
228515,2,375
228890,2,150
229040,2,450
229490,2,350
229840,2,100
229940,2,112
230052,2,113
230165,2,112
230277,2,5313
235590,2,150
235740,2,275
236015,2,150
236165,2,150
236315,2,225
236540,2,150
236690,2,300
236990,2,225
237215,2,225
237440,2,150
237590,2,150
237740,2,225
237965,2,225
238190,2,225
238415,2,150
238565,2,150
238715,2,300
239015,2,300
239315,2,150
239465,2,300
239765,2,150
239915,2,225
240140,2,300
240440,2,225
240665,2,300
240965,2,225
241190,2,150
241340,2,225
241565,2,150
241715,2,225
241940,2,300
242240,2,225
242465,2,225
242690,2,300
242990,2,225
243215,2,450
243665,2,150
243815,2,150
243965,2,225
244190,2,150
244340,2,150
244490,2,300
244790,2,150
244940,2,225
245165,2,300
245465,2,225
245690,2,225
245915,2,225
246140,2,150
246290,2,150
246440,2,225
246665,2,375
247040,2,225
247265,2,150
247415,2,300
247715,2,225
247940,2,225
248165,2,150
248315,2,225
248540,2,225
248765,2,225
248990,2,300
249290,2,225
249515,2,225
249740,2,150
249890,2,300
250190,2,300
250490,2,150
250640,2,225
250865,2,225
251090,2,225
251315,2,225
251540,2,300
251840,2,225
252065,2,150
252215,2,225
252440,2,225
252665,2,225
252890,2,225
253115,2,300
253415,2,675
254090,2,300
254390,2,675
255065,2,375
255440,2,450
255890,2,225
256115,2,262
256377,2,263
256640,2,150
256790,2,150
256940,2,225
257165,2,525
257690,2,112
257802,2,488
258290,2,150
258440,2,675
259115,2,225
259340,2,450
259790,2,150
259940,2,300
260240,2,225
260465,2,225
260690,2,300
260990,2,150
261140,2,300
261440,2,225
261665,2,150
261815,2,412
262227,2,113
262340,2,637
262977,2,113
263090,2,375
263465,2,112
263577,2,225
263802,2,263
264065,2,112
264177,2,225
264402,2,1388
265790,2,225
266015,2,1200
267215,2,1200
268415,2,1125
269540,2,350
269890,2,400
270290,2,1050
271340,2,300
271640,2,900
272540,2,300
272840,2,375
273215,2,525
273740,2,650
274390,2,350
274740,2,350
275090,2,525
275615,2,1200
276815,2,1200
278015,2,1125
279140,2,350
279490,2,400
279890,2,600
280490,2,450
280940,2,750
281690,2,450
282140,2,300
282440,2,375
282815,2,525
283340,2,650
283990,2,350
284340,2,725
285065,2,600
285665,2,150
285815,2,225
286040,2,225
286265,2,600
286865,2,150
287015,2,225
287240,2,225
287465,2,600
288065,2,300
288365,2,150
288515,2,225
288740,2,375
289115,2,225
289340,2,150
289490,2,300
289790,2,300
290090,2,150
290240,2,225
290465,2,225
290690,2,225
290915,2,225
291140,2,150
291290,2,150
291440,2,225
291665,2,225
291890,2,225
292115,2,225
292340,2,150
292490,2,150
292640,2,225
292865,2,225
293090,2,225
293315,2,225
293540,2,350
293890,2,175
294065,2,375
294440,2,225
294665,2,600
295265,2,150
295415,2,225
295640,2,225
295865,2,600
296465,2,150
296615,2,225
296840,2,225
297065,2,600
297665,2,300
297965,2,150
298115,2,225
298340,2,375
298715,2,225
298940,2,150
299090,2,300
299390,2,300
299690,2,150
299840,2,225
300065,2,225
300290,2,225
300515,2,225
300740,2,150
300890,2,150
301040,2,225
301265,2,225
301490,2,225
301715,2,225
301940,2,150
302090,2,150
302240,2,225
302465,2,225
302690,2,225
302915,2,225
303140,2,350
303490,2,175
303665,2,375
304040,2,300
304340,2,150
304490,2,150
304640,2,150
304790,2,150
304940,2,150
305090,2,150
305240,2,150
305390,2,150
305540,2,150
305690,2,150
305840,2,150
305990,2,150
306140,2,150
306290,2,150
306440,2,150
306590,2,225
306815,2,150
306965,2,150
307115,2,225
307340,2,150
307490,2,150
307640,2,150
307790,2,225
308015,2,225
308240,2,150
308390,2,225
308615,2,150
308765,2,187
308952,2,863
309815,2,2475
312290,2,1575
313865,2,150
314015,2,150
314165,2,150
314315,2,150
314465,2,150
314615,2,150
314765,2,150
314915,2,150
315065,2,150
315215,2,150
315365,2,150
315515,2,150
315665,2,150
315815,2,150
315965,2,150
316115,2,225
316340,2,150
316490,2,150
316640,2,150
316790,2,150
316940,2,150
317090,2,150
317240,2,225
317465,2,150
317615,2,112
317727,2,150
317877,2,113
317990,2,225
318215,2,150
318365,2,225
318590,2,225
318815,2,187
319002,2,413
319415,2,187
319602,2,188
319790,2,150
319940,2,225
320165,2,150
320315,2,450
320765,2,150
320915,2,150
321065,2,150
321215,2,150
321365,2,150
321515,2,150
321665,2,150
321815,2,150
321965,2,150
322115,2,150
322265,2,150
322415,2,150
322565,2,150
322715,2,150
322865,2,150
323015,2,150
323165,2,150
323315,2,150
323465,2,150
323615,2,150
323765,2,150
323915,2,150
324065,2,150
324215,2,150
324365,2,150
324515,2,150
324665,2,150
324815,2,150
324965,2,150
325115,2,150
325265,2,150
325415,2,150
325565,2,150
325715,2,150
325865,2,150
326015,2,150
326165,2,150
326315,2,187
326502,2,150
326652,2,150
326802,2,150
326952,2,188
327140,2,150
327290,2,225
327515,2,225
327740,2,225
327965,2,225
328190,2,150
328340,2,150
328490,2,200
328690,2,175
328865,2,375
329240,2,300
329540,2,150
329690,2,225
329915,2,150
330065,2,150
330215,2,150
330365,2,225
330590,2,150
330740,2,100
330840,2,200
331040,2,100
331140,2,200
331340,2,225
331565,2,375
331940,2,150
332090,2,225
332315,2,150
332465,2,225
332690,2,150
332840,2,300
333140,2,150
333290,2,200
333490,2,175
333665,2,225
333890,2,150
334040,2,300
334340,2,150
334490,2,225
334715,2,150
334865,2,300
335165,2,150
335315,2,300
335615,2,225
335840,2,150
335990,2,150
336140,2,225
336365,2,225
336590,2,150
336740,2,150
336890,2,225
337115,2,225
337340,2,225
337565,2,225
337790,2,150
337940,2,150
338090,2,200
338290,2,175
338465,2,225
338690,2,150
338840,2,300
339140,2,150
339290,2,225
339515,2,150
339665,2,300
339965,2,150
340115,2,225
340340,2,100
340440,2,250
340690,2,100
340790,2,150
340940,2,225
341165,2,375
341540,2,375
341915,2,150
342065,2,225
342290,2,150
342440,2,300
342740,2,225
342965,2,125
343090,2,175
343265,2,225
343490,2,150
343640,2,150
343790,2,300
344090,2,225
344315,2,150
344465,2,225
344690,2,225
344915,2,375
345290,2,375
345665,2,150
345815,2,75
345890,2,150
346040,2,200
346240,2,100
346340,2,325
346665,2,325
346990,2,212
347202,2,188
347390,2,150
347540,2,150
347690,2,200
347890,2,175
348065,2,225
348290,2,150
348440,2,300
348740,2,150
348890,2,225
349115,2,150
349265,2,225
349490,2,150
349640,2,150
349790,2,225
350015,2,300
350315,2,225
350540,2,225
350765,2,375
351140,2,150
351290,2,225
351515,2,150
351665,2,225
351890,2,150
352040,2,300
352340,2,150
352490,2,200
352690,2,175
352865,2,225
353090,2,150
353240,2,300
353540,2,150
353690,2,225
353915,2,150
354065,2,225
354290,2,225
354515,2,225
354740,2,150
354890,2,150
355040,2,150
355190,2,150
355340,2,300
355640,2,150
355790,2,150
355940,2,150
356090,2,225
356315,2,225
356540,2,225
356765,2,225
356990,2,150
357140,2,150
357290,2,200
357490,2,175
357665,2,225
357890,2,150
358040,2,300
358340,2,150
358490,2,225
358715,2,150
358865,2,300
359165,2,225
359390,2,150
359540,2,100
359640,2,200
359840,2,100
359940,2,200
360140,2,225
360365,2,225
360590,2,150
360740,2,225
360965,2,150
361115,2,150
361265,2,225
361490,2,150
361640,2,225
361865,2,300
362165,2,125
362290,2,175
362465,2,225
362690,2,150
362840,2,150
362990,2,300
363290,2,225
363515,2,150
363665,2,225
363890,2,225
364115,2,375
364490,2,150
364640,2,75
364715,2,150
364865,2,150
365015,2,75
365090,2,150
365240,2,150
365390,2,7350
372740,2,300
373040,2,150
373190,2,675
373865,2,375
374240,2,225
374465,2,150
374615,2,150
374765,2,150
740,3,900
1640,3,450
2090,3,300
2390,3,300
2690,3,600
3290,3,1200
4490,3,300
4790,3,300
5090,3,300
5390,3,150
5540,3,225
5765,3,150
5915,3,525
6440,3,75
6515,3,525
7040,3,150
7190,3,525
7715,3,150
7865,3,525
8390,3,150
8540,3,1650
10190,3,150
10340,3,150
10490,3,300
10790,3,375
11165,3,225
11390,3,225
11615,3,225
11840,3,300
12140,3,375
12515,3,300
12815,3,150
12965,3,225
13190,3,225
13415,3,300
13715,3,300
14015,3,225
14240,3,300
14540,3,225
14765,3,150
14915,3,225
15140,3,300
15440,3,225
15665,3,225
15890,3,225
16115,3,300
16415,3,225
16640,3,300
16940,3,375
17315,3,300
17615,3,150
17765,3,225
17990,3,225
18215,3,300
18515,3,300
18815,3,225
19040,3,300
19340,3,225
19565,3,150
19715,3,225
19940,3,225
20165,3,225
20390,3,225
20615,3,300
20915,3,225
21140,3,750
21890,3,600
22490,3,375
22865,3,525
23390,3,900
24290,3,600
24890,3,300
25190,3,675
25865,3,225
26090,3,225
26315,3,225
26540,3,225
26765,3,150
26915,3,150
27065,3,225
27290,3,225
27515,3,225
27740,3,225
27965,3,225
28190,3,150
28340,3,450
28790,3,225
29015,3,450
29465,3,225
29690,3,225
29915,3,225
30140,3,225
30365,3,375
30740,3,300
31040,3,225
31265,3,150
31415,3,300
31715,3,150
31865,3,225
32090,3,450
32540,3,225
32765,3,225
32990,3,225
33215,3,150
33365,3,225
33590,3,300
33890,3,300
34190,3,375
34565,3,225
34790,3,225
35015,3,150
35165,3,225
35390,3,150
35540,3,150
35690,3,150
35840,3,825
36665,3,225
36890,3,225
37115,3,150
37265,3,225
37490,3,375
37865,3,225
38090,3,225
38315,3,150
38465,3,225
38690,3,225
38915,3,150
39065,3,225
39290,3,225
39515,3,150
39665,3,225
39890,3,225
40115,3,150
40265,3,375
40640,3,300
40940,3,300
41240,3,225
41465,3,225
41690,3,225
41915,3,150
42065,3,225
42290,3,375
42665,3,225
42890,3,225
43115,3,150
43265,3,225
43490,3,225
43715,3,150
43865,3,225
44090,3,225
44315,3,150
44465,3,225
44690,3,150
44840,3,300
45140,3,225
45365,3,225
45590,3,300
45890,3,450
46340,3,750
47090,3,600
47690,3,375
48065,3,525
48590,3,900
49490,3,600
50090,3,300
50390,3,675
51065,3,225
51290,3,150
51440,3,150
51590,3,150
51740,3,150
51890,3,150
52040,3,450
52490,3,450
52940,3,225
53165,3,225
53390,3,150
53540,3,225
53765,3,225
53990,3,225
54215,3,150
54365,3,225
54590,3,300
54890,3,450
55340,3,225
55565,3,225
55790,3,225
56015,3,225
56240,3,225
56465,3,225
56690,3,300
56990,3,300
